,NAME_1,NAME_2,DESC_OCC,RACE,STATE_DATE,END_DATE,BOS_START_DATE,BOS_END_DATE,TYPE,ACTION,START_LOC,END_LOC,LAT,LONG,ORIG_ADDRESS,RECORDS,DIGS,IIIF,HAD,SOURCE,LD,OTHER_REPO,NOTES,LAYER,TITLE_1,URL_1,TITLE_2,URL_2,TITLE_3,URL_3
134,Smith,John J.,,Black,,1906-00-00,1840-00-00,1906-00-00,Person,lived,1878.0,,42.35875,-71.06971,86 Pinckney St,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",Q41451039,,,"Boston, 1780-1880",,,,,,
135,Smith,Georgiana,,Black,,,,,Person,lived,1878.0,,42.35875,-71.06971,86 Pinckney St,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
136,Smith,John J,,Black,1820-00-00,1906-00-00,184U-00-00,1906-00-00,Person,lived,,1850.0,42.358706,-71.069694,,,,,,Wikipedia.Boston African American National Historic Site.,Q41451039,,,"Boston, 1780-1880",,,,,,
137,Snowden,Samuel,preacher,Black,1765-00-00,1850-10-08,1818-00-00,1850-10-08,Person,lived,1842.0,1850.0,42.36036,-71.06931999999999,73 Southac,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",Q16066418,,,"Boston, 1780-1880",,,,,,
138,Stewart,Maria W. ,,Black,1803-00-00,1879-00-00,1826-00-00,1833-00-00,Person,lived,1829.0,1834.0,42.360792,-71.065015,8 Belknap St,,,,,"Wikipedia.Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",Q13560246,https://archive.org/details/meditationsfromp00stew,8 Belknap Street is now 81 Joy Street,"Boston, 1780-1880",,,,,,
139,Stewart,James,,Black,,1829-00-00,,1829-00-00,Person,lived,1829.0,1834.0,42.360792,-71.065015,8 Belknap St,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,8 Belknap Street is now 81 Joy Street,"Boston, 1780-1880",,,,,,
140,Sumner,Charles,,white,1811-00-00,1874-00-00,1811-00-00,1874-00-00,Person,lived,1829.0,1867.0,42.3604,-71.06435,20 Hancock St,990113967550203941; 990092337160203941; 990069824080203941; 990006024960203941; 990098327540203941;,http://nrs.harvard.edu/urn-3:FHCL.HOUGH:3715359; http://nrs.harvard.edu/urn-3:HUL.ARCH:3990555; ,https://iiif.lib.harvard.edu/manifests/drs:15367961; https://iiif.lib.harvard.edu/manifests/drs:15953192; ,https://hollisarchives.lib.harvard.edu/repositories/24/resources/2605; https://hollisarchives.lib.harvard.edu/repositories/24/resources/1477,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",Q1066198,,,"Boston, 1780-1880","Commonplace book of charles sumner : manuscript, [ca. 1851]",https://id.lib.harvard.edu/alma/990113967550203941/catalog,"Charles sumner miscellaneous papers, 1833-1874",https://id.lib.harvard.edu/alma/990092337160203941/catalog,"Lawyer's common-place book, 1831",https://id.lib.harvard.edu/alma/990069824080203941/catalog
141,Taylor,John R.,,Black,,,,,Person,worked,1848.0,1855.0,42.36036,-71.06963,81-83 Southac St,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
142,Taylor,John R.,,Black,,,,,Person,worked,1846.0,1847.0,,,40 Southac St,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
143,Walker,David ,,Black,1796-00-00,1830-00-00,1825-00-00,1830-00-00,Person,lived,,1826.0,42.36018,-71.06942,,990068585330203941; 990024098230203941; 990072339890203941;,,,,"Wikipedia.Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",Q1177046,https://archive.org/details/walkersappealinf00walk,"""Tax records from spring 1826 locate him—with Coffin Pitts, soon to be his neighbor on Belknap Street—in a boardinghouse run by Samuel Guild on Southac Street between Grove and West Cedar"" Kathryn Grover and Janine V. da Silva ""Historic Resource Study Boston African American National Historic Site,"" 31 December 2002.","Boston, 1780-1880",Walker's appeal in four articles,https://id.lib.harvard.edu/alma/990068585330203941/catalog,"Walker's appeal, in four articles",https://id.lib.harvard.edu/alma/990024098230203941/catalog,Walker's appeal,https://id.lib.harvard.edu/alma/990072339890203941/catalog
144,Walker,David ,,Black,1796-00-00,1830-00-00,1825-00-00,1830-00-00,Person,lived,1827.0,1829.0,42.360792,-71.065015,8 Belknap St,990068585330203941; 990024098230203941; 990072339890203941;,,,,"Wikipedia.Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",Q1177046,https://archive.org/details/walkersappealinf00walk,8 Belknap Street is now 81 Joy Street,"Boston, 1780-1880",Walker's appeal in four articles,https://id.lib.harvard.edu/alma/990068585330203941/catalog,"Walker's appeal, in four articles",https://id.lib.harvard.edu/alma/990024098230203941/catalog,Walker's appeal,https://id.lib.harvard.edu/alma/990072339890203941/catalog
145,Walker,David ,,Black,1796-00-00,1830-00-00,1825-00-00,1830-00-00,Person,lived,1829.0,1830.0,,,,990068585330203941; 990024098230203941; 990072339890203941;,,,,"Wikipedia.Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",Q1177046,https://archive.org/details/walkersappealinf00walk,"""by the spring of 1829 he had moved to Bridge (now North Anderson) Street, on the north""","Boston, 1780-1880",Walker's appeal in four articles,https://id.lib.harvard.edu/alma/990068585330203941/catalog,"Walker's appeal, in four articles",https://id.lib.harvard.edu/alma/990024098230203941/catalog,Walker's appeal,https://id.lib.harvard.edu/alma/990072339890203941/catalog
146,Washington,George,bootblack and waiter,Black,1795-00-00,1871-00-00,,1871-00-00,Person,lived,1849.0,1871.0,42.36011,-71.06553000000001,5 Smith Court,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
147,Washington,George,bootblack,Black,1795-00-00,1871-00-00,1830-00-00,1871-00-00,Person,worked,,1830.0,,,Water St,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
148,Washington,Benjamin F.,tailor,Black,1841-00-00,,,,Person,worked,1880.0,1888.0,,,713 Tremont St,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
149,Washington,Benjamin F.,tailor,Black,1841-00-00,,,,Person,lived,1841.0,,42.36011,-71.06553000000001,5 Smith Court,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
150,West,William,,Black,,,1860-02-22,1860-03-04,Person,found refuge,,1860.0,42.36011,-71.06538,3 Smith Court,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,In Boston as a fugitive escaping from enslavement.,"Boston, 1780-1880",,,,,,
151,Williams,Domingo,caterer,Black,,,,,Person,lived,1822.0,1826.0,42.359983,-71.065481,basement of the African Meeting House,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
152,Wilson,Harriet,,Black,1825-00-00,1900-00-00,1860-00-00,1900-00-00,Person,lived,,1875.0,42.350876,-71.06675899999999,,,,,,Wikipedia.,Q3376165,,Had several addresses according to http://www.harrietwilsonproject.net/harriet-wilson-.html and the intro to the Penguin Edition of Our Nig; she lived at 46 Carver St between 1872 and 1877,"Boston, 1780-1880",,,,,,
153,Wise,Frank,,Black,,,,,Person,lived,,1850.0,42.360223,-71.06904899999999,66 Southac St,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
154,Woodfork,Lawrence,,Black,,,,,Person,lived,1856.0,1857.0,42.36007,-71.06922,1 Southac Court,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
155,York,Lewis,waiter,Black,,,,,Person,lived,1822.0,1835.0,42.360490000000006,-71.06501999999999,18 Belknap,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.",,,,"Boston, 1780-1880",,,,,,
156,Alexander,S. R.,cordwainer,Black,,,,,Person,lived,,1836.0,42.36099,-71.06506999999999,house 2 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
157,Allen,Jesse,laborer,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,house Robinson lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
158,Anderson,Esther,washwoman,Black,,,,,Person,lived,,1836.0,42.36459,-71.05173,rear 245 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
159,Barbadoes,Isaac,tailor,Black,,,,,Person,lived,,1836.0,42.360459999999996,-71.06515,house 21 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
160,Barbadoes,Joseph,barber,Black,,,,,Person,lived,,1836.0,42.360459999999996,-71.06515,house 21 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
161,Barbadoes,James G.,,Black,,,,,Person,lived,,1836.0,42.36097,-71.06644,house 5 Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Butolph Street is now Irving Street,"Stimpson's Boston Directory, 1836",,,,,,
162,Barbadoes,James G.,,Black,,,,,Person,worked,,1836.0,42.35957,-71.057,31 Exchange,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
163,Barbadoes,Joseph,hairdresser,Black,,,,,Person,lived,,1836.0,42.36421,-71.05556,Salem,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
164,Bassett,Benjamin P.,hairdresser,Black,,,,,Person,lived,,1836.0,42.36372,-71.05726,68 Pond,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Pond Street is now Endicott Street,"Stimpson's Boston Directory, 1836",,,,,,
165,Beck,Samuel,laborer,Black,,,,,Person,lived,,1836.0,42.36092,-71.06999,house 3 George,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,George St is now the north section of West Cedar Street,"Stimpson's Boston Directory, 1836",,,,,,
166,Beckit,Betsey,widow,Black,,,,,Person,lived,,1836.0,42.36026,-71.06526,house rear 29 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
167,Benjamin,Samuel,,Black,,,,,Person,lived,,1836.0,42.36092,-71.06513000000001,house Belknap near Cambridge,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now,"Stimpson's Boston Directory, 1836",,,,,,
168,Berton,Pamelia,washwoman,Black,,,,,Person,lived,,1836.0,42.3628,-71.05367,Richmond,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
169,Biner,Charles,teamster,Black,,,,,Person,lived,,1836.0,42.34209,-71.06786,S. May near Washington,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,South May Street is now Savoy Street,"Stimpson's Boston Directory, 1836",,,,,,
170,Birley,William,,Black,,,,,Person,lived,,1836.0,42.35996,-71.06777,house W. Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
171,Bisbett,John A.,mariner,Black,,,,,Person,lived,,1836.0,42.36105,-71.06645999999999,house 1 Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
172,Blue,James,mariner,Black,,,,,Person,lived,,1836.0,42.35952,-71.06654,house 6 May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
173,Boston,Louisa,washwoman,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,Robinson lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
174,Bowen,Peter,,Black,,,,,Person,lived,,1836.0,42.360440000000004,-71.06535,house rear 21 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
175,Bowman,Samuel H.,hairdresser,Black,,,,,Person,lived,,1836.0,42.361270000000005,-71.06786,Cambridge c. Bridge,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
176,Brooker,Samuel,,Black,,,,,Person,lived,,1836.0,42.3603,-71.06869,house Grove cor. Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
177,Brooks,John,,Black,,,,,Person,lived,,1836.0,42.35229,-71.06061,Peck lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
178,Brown,John W.,,Black,,,,,Person,lived,,1836.0,42.36056,-71.06517,17 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
179,Brown,William,waiter,Black,,,,,Person,lived,,1836.0,42.360209999999995,-71.06501,house 28 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
180,Brown,Thomas,waiter,Black,,,,,Person,lived,,1836.0,42.359320000000004,-71.0563,Flagg alley,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
181,Brown,Thomas,waiter,Black,,,,,Person,lived,,1836.0,42.36,-71.06604,"house 31, S. Russell",,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
182,Brown,Diana,widow,Black,,,,,Person,lived,,1836.0,42.36521,-71.0672,house 13 Second,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
183,Brown,Edward,mariner,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
184,Burr,J.,hairdresser,Black,,,,,Person,worked,,1836.0,42.36072,-71.05852,5 Elm,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
185,Burr,J.,hairdresser,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
186,Butler,J. W.,waiter,Black,,,,,Person,worked,,1836.0,42.35503,-71.05632,36 Federal,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Estimation based on the location of 43 Federal Street at Federal Court and 7 Federal Street at Dearborn Ave.,"Stimpson's Boston Directory, 1836",,,,,,
187,Butler,J. W.,waiter,Black,,,,,Person,lived,,1836.0,42.36005,-71.06562,house May court,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Court is now Smith Court,"Stimpson's Boston Directory, 1836",,,,,,
188,Caesar,Eli,barber,Black,,,,,Person,worked,,1836.0,42.35718,-71.05213,117 Broad,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
189,Caesar,Eli,barber,Black,,,,,Person,lived,,1836.0,42.36036,-71.06638000000001,house Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
190,Caples,Charles V.,,Black,,,,,Person,lived,,1836.0,42.360690000000005,-71.06506,house 12 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
191,Carroll,William,,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
192,Carroll,Henry,,Black,,,,,Person,lived,,1836.0,42.35996,-71.06777,West Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
193,Cash,Jonathan,handcartman,Black,,,,,Person,lived,,1836.0,42.36422,-71.06541999999999,103 Chambers,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
194,Castel,William,,Black,,,,,Person,lived,,1836.0,42.35955,-71.06645999999999,house 4 May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
195,Chambers,Lettes,washwoman,Black,,,,,Person,lived,,1836.0,42.36311,-71.05394,rear 167 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
196,Christian,James,clothing,Black,,,,,Person,lived,,1836.0,42.363074,-71.054125,Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
197,Clark,Peter,clothes dealer,Black,,,,,Person,lived,,1836.0,42.35972,-71.05901999999999,16 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
198,Clark,Daniel,,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
199,Clarke,Jonas W.,clothes dealer,Black,,,,,Person,worked,,1836.0,42.35972,-71.05896,18 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
200,Clarke,Jonas W.,clothes dealer,Black,,,,,Person,lived,,1836.0,42.35955,-71.0686,house May-,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
201,Cleaver,Jacob,provisions,Black,,,,,Person,worked,,1836.0,42.360209999999995,-71.06785,W- Centre c. Southac ,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
202,Cleaver,Jacob,provisions,Black,,,,,Person,lived,,1836.0,42.36071,-71.0679,house 11 West Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
203,Coburn,John P.,clothes dealer,Black,,,,,Person,worked,,1836.0,42.35966,-71.05933,8 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",Q40384422,,,"Stimpson's Boston Directory, 1836",,,,,,
204,Coburn,Smith,,Black,,,,,Person,lived,,1836.0,42.36587,-71.05376,Robinson's lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
205,Coburn,John P.,clothes dealer,Black,,,,,Person,lived,,1836.0,42.360271999999995,-71.066456, house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",Q40384422,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
206,Cole,Samuel,boarding,Black,,,,,Person,lived,,1836.0,42.36295,-71.05412,157 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
207,Cole,Thomas,hairdresser,Black,,,,,Person,worked,,1836.0,42.35522,-71.05528000000001,Congress,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
208,Cole,Thomas,hairdresser,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
209,Cook,Samuel S.,hairdresser,Black,,,,,Person,lived,,1836.0,42.359429999999996,-71.06366,house Derne,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
210,Cooper,Thomas H.,,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
211,Copeman,Henry,mariner,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
212,Curl,John,house,Black,,,,,Person,lived,,1836.0,42.35996,-71.06777,West Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
213,Cutler,John B.,barber,Black,,,,,Person,lived,,1836.0,42.363690000000005,-71.06506999999999,71 Chambers,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
214,Cutler,Sarah,widow,Black,,,,,Person,lived,,1836.0,42.34182,-71.06733,South May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,South May Street is now Savoy Street,"Stimpson's Boston Directory, 1836",,,,,,
215,Dalton,Thomas,house,Black,,,,,Person,lived,,1836.0,42.3601,-71.06602,29 South Russell,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
216,Davis,John,tailor,Black,,,,,Person,worked,,1836.0,42.35662,-71.05683,3 Federal,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
217,Davis,John,tailor,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
218,Durfy,William,laborer,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
219,Eli,John,clothing,Black,,,,,Person,lived,,1836.0,42.359770000000005,-71.05816999999999,38 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
220,Farmer,Stephen,cook,Black,,,,,Person,lived,,1836.0,42.36026,-71.06526,house rear 29 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
221,Ferguson,Moses,,Black,,,,,Person,lived,,1836.0,42.35955,-71.0686,house May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
222,Foster,Cyrus,clothes,Black,,,,,Person,worked,,1836.0,42.35975,-71.05825,36 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
223,Foster,Cyrus,clothes,Black,,,,,Person,lived,,1836.0,42.362359999999995,-71.06624000000001,house rear 3 Vine,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
224,Franklin,Clark,,Black,,,,,Person,lived,,1836.0,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
225,Frederick,Thomas,mariner,Black,,,,,Person,lived,,1836.0,42.3613,-71.06806,house rear 6 Bridge,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.",,,,"Stimpson's Boston Directory, 1836",,,,,,
